gene	effectSize	effectSizeStandardError	effectSizePval	effectSizeFDR	tauSquared	numStudies	cochranesQ	heterogeneityPval	fisherStatUp	fisherPvalUp	fisherFDRUp	fisherStatDown	fisherPvalDown	fisherFDRDown
PRKAB2	0.44944026058766634	0.49640710289014384	0.3652606959657645	0.9997238785431705	0	2	0.0034480202051287508	0.9531752525295407	5.7184564077337505	0.22118385780387564	0.4562781497926476	1.0991492851305615	0.8944071580321824	0.9999854341075632
RAB7A	0.4537460112771316	0.5012162761240132	0.36531184813063045	0.9997238785431705	0	2	0.6543713657454117	0.41855412423800376	5.742979366825628	0.2191825533792892	0.4553508862518388	1.8730735837478885	0.7590895131347611	0.9999854341075632
UNKL	0.47095086777664286	0.5202857164782584	0.3653714171420115	0.9997238785431705	0	2	0.9514439233691825	0.329352031200455	7.922070586335595	0.0944749229080647	0.3846471563222465	0.9919946737531218	0.9110074194270152	0.9999854341075632
ZNF117	0.45795723669845373	0.5060185414955309	0.3654544397432589	0.9997238785431705	0	2	0.3451721422302751	0.5568588695276515	6.595300345975556	0.15888386204301927	0.42021951292413284	0.9916794327749077	0.9110550239615319	0.9999854341075632
WSB1	0.4525931900013376	0.5001957737392874	0.36555434558900823	0.9997238785431705	0	2	0.5729878059042687	0.4490740786540064	5.698944137809143	0.22278768305675545	0.4564963409104892	1.7995904617090748	0.7725572802837334	0.9999854341075632
PAM	0.4550441736049534	0.5029751718453153	0.36562166965540027	0.9997238785431705	0	2	0.7914110026971395	0.37367381003441624	5.8148046116420975	0.21341225283761261	0.45242351696377214	1.9978784805182426	0.7361491139703552	0.9999854341075632
RBM47	0.4550854909200771	0.5031747571226434	0.3657683368444788	0.9997238785431705	0	2	0.8068909644535391	0.36904103737896243	5.8222364776102244	0.2128229007247373	0.45242351696377214	2.012296504450275	0.7334970809562124	0.9999854341075632
COBLL1	0.44976261340382	0.4976896267542326	0.366153968711133	0.9997238785431705	0	2	0.03251780892393259	0.8568958993584992	5.841511247283238	0.21130108335433842	0.4519423309750344	1.0582139779982538	0.9008440774754936	0.9999854341075632
FBXO42	0.6896711888972453	0.7632614428617801	0.366215777378449	0.9997238785431705	0.5763495017309086	2	1.9483271482252935	0.16276723053723374	9.41143021437221	0.05159932003074274	0.356639443367968	1.8364505413444892	0.7658071906283936	0.9999854341075632
.ASP1	0.4567036242126118	0.5054872337043981	0.3662648821074967	0.9997238785431705	0	2	0.9786245160340342	0.3225386270742381	5.915468721311306	0.20555068558684678	0.4495888915603566	2.1683142200198335	0.7048342569882116	0.9999854341075632
PSEN2	0.4519764142746357	0.500294699013191	0.3663028412604841	0.9997238785431705	0	2	0.5832864798843851	0.44502700134087736	5.69839248335315	0.22283317457366847	0.4564963409104892	1.811344362122887	0.770406189980146	0.9999854341075632
VAV1	0.4493479197231282	0.49753558558285205	0.3664477242564932	0.9997238785431705	0	2	0.34536819800991825	0.5567468649618446	5.587369089455004	0.2321557439301744	0.4624011807167237	1.5881745334178703	0.8109159557713836	0.9999854341075632
ACE2	0.4478343057445684	0.4958632128130374	0.3664511649259096	0.9997238785431705	0	2	1.5213692108817197e-5	0.9968878804504356	5.65711877833086	0.2262599328356272	0.45921063005763074	1.1293270213283635	0.8895916703011593	0.9999854341075632
RABL3	1.8723103531184744	2.0739313917297317	0.36664098586517213	0.9997238785431705	6.23855472964934	2	2.920019005896838	0.0874868334747041	16.113128636405758	0.002871058550188783	0.3511025241918556	0.6058374775972483	0.9624128067642257	0.9999854341075632
WNT7A	0.4642604896874967	0.5144689276244706	0.3668405717404592	0.9997238785431705	0	2	0.7077703445941358	0.4001849986135605	7.362689713289948	0.11791875301155129	0.3958303000352262	0.9937374728613091	0.9107441018570501	0.9999854341075632
OR1F2P	1.0027970739333991	1.1114383474992076	0.3669232075953276	0.9997238785431705	1.462177887872318	2	2.0517050843465774	0.1520358360051186	11.524533431824313	0.021260411108827943	0.3523115653884556	0.8191643400727819	0.9358605086138377	0.9999854341075632
DNAJC6	0.44734167583534346	0.4958704134648216	0.36698556505090646	0.9997238785431705	0	2	0.17502165341381215	0.6756869295859904	5.5314156190903425	0.2369817917779827	0.46495834780445633	1.4147936317940282	0.8416197793557051	0.9999854341075632
RER1	0.5679568777132049	0.6296630227807747	0.36705616652677026	0.9997238785431705	0.24122040454430907	2	1.4103788629580154	0.2349935100236875	7.571939875669826	0.10857856901894457	0.3921407130465011	1.9671538729799878	0.7418003159361732	0.9999854341075632
XCL1	-0.45431524819334285	0.503860910467036	0.3672332684941797	0.9997238785431705	0	2	0.26022962967920893	0.6099624400376071	1.0006443887239818	0.9096982634536872	0.9296978666573935	6.396755822091025	0.171412958468236	0.9999854341075632
NRP1	0.44678539237909104	0.49554226502232107	0.3672645801443927	0.9997238785431705	0	2	0.002663411865350405	0.9588408424857157	5.617497736815006	0.22959276779279278	0.46146541234698285	1.154645339162373	0.8855080129104267	0.9999854341075632
PNKP	0.4541612679279403	0.5037950089847436	0.3673330118641395	0.9997238785431705	0	2	0.25776835616527305	0.6116574859039335	6.390558012435241	0.17181805887307225	0.4297020550552758	1.00107428864335	0.9096330485928852	0.9999854341075632
MDM1	0.45515364090352295	0.5052031299832727	0.36762450254842866	0.9997238785431705	0	2	0.9613636907460377	0.326843535888413	5.894763313398541	0.2071464662902303	0.45002629992017634	2.1575862514198914	0.7068013500729673	0.9999854341075632
CSAD	0.4554836502155697	0.5055705838724861	0.3676255980708251	0.9997238785431705	0	2	0.9878805758578116	0.3202609325377256	5.909946109799128	0.20597524926221103	0.44962065343942764	2.181460374763071	0.7024248837988227	0.9999854341075632
FAM47E.STBD1	0.45232855978087333	0.5020976400837183	0.3676533569696502	0.9997238785431705	0	2	0.7297452583246793	0.39296577264125787	5.7651193524204185	0.21738940734963658	0.4543618847172171	1.9489084668085686	0.7451556093844358	0.9999854341075632
STBD1	0.45232855978087333	0.5020976400837183	0.3676533569696502	0.9997238785431705	0	2	0.7297452583246793	0.39296577264125787	5.7651193524204185	0.21738940734963658	0.4543618847172171	1.9489084668085686	0.7451556093844358	0.9999854341075632
GKN1	-0.7237541551301696	0.8038084070467332	0.3679040684053824	0.9997238785431705	0.692985412863052	2	2.1272471847370027	0.144700420717486	1.818652174432755	0.7690681119158842	0.8150791397126143	9.942657500361374	0.04140476631806641	0.838814774862465
.AST2	0.4583448999599626	0.509191860891974	0.368044771001916	0.9997238785431705	0	2	0.48534605726428737	0.48601069943727526	6.8734334461939035	0.14272977853457441	0.4098673968915084	0.9953941300611142	0.9104935838630562	0.9999854341075632
TFB1M	0.4466744927883146	0.4962608011170888	0.3680776025411043	0.9997238785431705	0	2	0.22465131758836887	0.6355184744137834	5.53417349442436	0.2367418929532402	0.46495834780445633	1.4710833176561997	0.8317510523485949	0.9999854341075632
DMBT1	-0.6092069520395134	0.6769407767735002	0.3681514982865205	0.9997238785431705	0.35129779021098484	2	1.5912645630257676	0.2071455560586848	1.9166927726904324	0.7510778658993263	0.8007384307152138	8.20595774062374	0.08431846415133044	0.9054072213142377
TMEM11	0.9444193613026003	1.0496214482736528	0.36824191671505324	0.9997238785431705	1.5395198299482225	2	3.306767348659112	0.0689950905245309	13.181028444232101	0.01042430809739752	0.3523115653884556	1.7363834106345999	0.7840984090170681	0.9999854341075632
TTC26	0.7077878924728896	0.7869243386363038	0.3684205975365777	0.9997238785431705	0.6437417173529311	2	2.052373449131781	0.1519691190630591	9.706273300182104	0.04567706563832145	0.35305456926991835	1.8306726552057946	0.766866082152165	0.9999854341075632
MCM5	0.604985658893614	0.6726769768841746	0.3684554815985492	0.9997238785431705	0.34101044447073253	2	1.5745442005897723	0.20954831095086235	8.14433474786445	0.08643183954972652	0.3799365253714968	1.9222944192746814	0.7500483584604328	0.9999854341075632
CYP2F1	1.6970048895251855	1.8875506952740124	0.36862534113115675	0.9997238785431705	5.091185887132516	2	2.8244513353269944	0.09283861332966514	15.281742818020732	0.00415115789108385	0.3511025241918556	0.6591264854683999	0.956272137910162	0.9999854341075632
DUSP10	-0.6755578142207923	0.7516536114726456	0.3687793660501741	0.9997238785431705	0.43330371272576634	2	1.4401194649753002	0.23012000939481714	0.9171016271868205	0.9220945939165547	0.9400947294798659	9.39310886546411	0.05199056983610448	0.8602618536989806
UBXN2B	0.44970984714728496	0.5004143918027122	0.36882585705478743	0.9997238785431705	0	2	0.600369053540288	0.4384372500754976	5.687688739234252	0.2237174592550324	0.4571610883412911	1.8348310087394955	0.7661040242268009	0.9999854341075632
DNMT3A	0.44530716972669737	0.49555559051389575	0.3688647737049109	0.9997238785431705	0	2	0.001270056755570254	0.9715711230359355	5.616088900524394	0.22971206157627744	0.46146541234698285	1.1503983619209843	0.8861957175727747	0.9999854341075632
COL9A2	0.44968363513373466	0.5004511681390083	0.36888895365197766	0.9997238785431705	0	2	0.12974296876748048	0.7186986866373309	6.086337917742533	0.19279261940832787	0.44169821817916793	1.0227678904220132	0.9063242055992117	0.9999854341075632
SYNJ2	0.4452899017232245	0.4955757957296745	0.3689028630766534	0.9997238785431705	0	2	0.1475675714115495	0.7008707965489249	5.513336378713406	0.23855968589364346	0.4659929850066714	1.388914394188344	0.8461194417402202	0.9999854341075632
CEP170	0.4449784603671555	0.49526423359617694	0.36893674894449746	0.9997238785431705	0	2	0.009590606577779496	0.9219865737656804	5.57756244017735	0.23299533885642443	0.46272919285412323	1.1835597628943901	0.88079790772066	0.9999854341075632
BRE	0.4450332742765756	0.4953845282173284	0.36899405292719767	0.9997238785431705	0	2	0.12105227551758684	0.7278960024327006	5.511294879240953	0.23873843308752274	0.46606435135433144	1.3579433663928437	0.8514707160196133	0.9999854341075632
HMGXB3	0.4451226211663044	0.4956082596474937	0.36911412265458765	0.9997238785431705	0	2	6.080478938126439e-4	0.9803272557740057	5.62185590778482	0.22922408037157954	0.4614376256772488	1.1455814546012335	0.886974405187698	0.9999854341075632
ARHGEF38	1.6751819356774607	1.8660202448035497	0.3693296311795458	0.9997238785431705	4.966664835621966	2	2.813966961730386	0.09344703749548045	15.170600753120315	0.004360149669735944	0.3511025241918556	0.6686807394021274	0.9551343143886689	0.9999854341075632
TENC1	0.4557571751451213	0.5076956711840828	0.36934680025394623	0.9997238785431705	0	2	0.4249887034282833	0.5144582164899161	6.734106924416478	0.15062455253547255	0.41476009059086894	0.9990673221776446	0.9099373810014364	0.9999854341075632
PCYOX1	0.44419921243714067	0.4950447885259341	0.3695636802099304	0.9997238785431705	0	2	0.035937500519150595	0.8496446182552387	5.53304762525247	0.2368398032267467	0.46495834780445633	1.2409457445457255	0.8713122510760793	0.9999854341075632
CA5BP1	1.266409053112383	1.4116830543096819	0.3696700243020071	0.9997238785431705	2.6427245261145416	2	2.436223926797741	0.11856132391333052	13.059757148518	0.010987470968835206	0.3523115653884556	0.7673354176491028	0.9427727842870854	0.9999854341075632
DLG2	0.9285154333236831	1.035216848742105	0.36975710309849835	0.9997238785431705	1.2108793257439	2	1.9411966918825296	0.16353865806761003	11.047392326912696	0.02603652154183952	0.3523115653884556	0.8503579982238021	0.9315722024990444	0.9999854341075632
PDZK1IP1	0.6100184498792403	0.6802244647640288	0.3698310225920761	0.9997238785431705	0.3594437462769772	2	1.6045519841686873	0.2052593192863218	8.232395012389672	0.0834267716913924	0.37632016600302504	1.91996183442954	0.7504770709046313	0.9999854341075632
ZNF142	0.450202597238538	0.5024860172434223	0.37027920227510186	0.9997238785431705	0	2	0.21138276104500736	0.6456857622584813	6.264431637917699	0.18025152579830345	0.4362040339099058	1.0124982875242936	0.9078949563047352	0.9999854341075632
PCSK1	0.4660666174089093	0.5202673242226917	0.37034814349087897	0.9997238785431705	0	2	0.9642174016372388	0.3261265888883965	7.906131216329183	0.09507788240092988	0.3851228796739886	1.0049058953185355	0.9090511854571437	0.9999854341075632
SIPA1	0.448672981857407	0.5010826310313453	0.3705694678671533	0.9997238785431705	0	2	0.6585742956522531	0.4170637221496615	5.704538768697921	0.22232678849392412	0.4562781497926476	1.893572066685441	0.7553257177306971	0.9999854341075632
POLR1E	1.0131375690493303	1.131533124434371	0.37059086436480465	0.9997238785431705	1.874620922097711	2	3.7251757565108563	0.053597986826323774	14.16533803382194	0.006785638570791236	0.3523115653884556	1.7363079741061633	0.7841121530826967	0.9999854341075632
hCG_1643653	-0.443491679740924	0.49539520858686026	0.37066520046149004	0.9997238785431705	0	2	0.13266411610076254	0.7156856277829708	1.3761312535672316	0.8483327273913943	0.8783503454208821	5.49912864712082	0.23980608276655785	0.9999854341075632
KRT17	0.465603698074599	0.5201624500350132	0.3707271714136424	0.9997238785431705	0	2	0.9607964307087531	0.3269862991946305	7.894816611892508	0.09550807873066144	0.38523163610917244	1.0058726300219047	0.9089042034941197	0.9999854341075632
KRT6A	-0.6025840635969086	0.673441616692823	0.37090313655275753	0.9997238785431705	0.3430681211457229	2	1.5779769177201863	0.2090523429783041	1.9310702931964985	0.7484352395903859	0.7987005499666533	8.12820014160712	0.08699334783306523	0.906526482506882
MAPK8IP2	-0.451494059926819	0.5046718312127002	0.370985439645543	0.9997238785431705	0	2	0.9308589725253491	0.3346398210401904	2.1418191112246814	0.7096938167339442	0.7675419720786464	5.850877198708259	0.21056507909288624	0.9999854341075632
FLVCR2	0.45213505348147753	0.5054536514748467	0.37104727492091444	0.9997238785431705	0	2	0.9875269737192268	0.3203475557821366	5.882647888804857	0.2080852867147218	0.4504368636328863	2.1932654741859783	0.7002624134667575	0.9999854341075632
C4orf45	-0.4535445886173335	0.5070313359096938	0.37104909406781006	0.9997238785431705	0	2	0.40095998134286326	0.5265938985870835	1.0035736886802917	0.9092536183604658	0.9294608299350707	6.66903810257259	0.15444636535786518	0.9974671594329912
OSBPL2	0.44280812305412703	0.4950371497292487	0.3710572466040306	0.9997238785431705	0	2	0.07212063855024375	0.7882737922853272	5.502373389577855	0.23952093542025724	0.4663418895624762	1.3002017693470114	0.8613412975544477	0.9999854341075632
C2orf54	0.6370835648987211	0.7122909388270934	0.37109999125140336	0.9997238785431705	0.3470045064308934	2	1.3660170562360974	0.2424973890602321	9.127694929930524	0.05798577217153296	0.36379905531554374	0.9366537053536359	0.9192443587825325	0.9999854341075632
CDH10	1.1313654319374706	1.2649685193292233	0.3711173886388824	0.9997238785431705	2.0325644832720107	2	2.2700909674497787	0.13189216044510432	12.278778215095898	0.015394239560924516	0.3523115653884556	0.8071217417439145	0.9374907534008496	0.9999854341075632
IFT46	0.44268334042111895	0.4949910417930226	0.371147512239411	0.9997238785431705	0	2	0.029728985645713295	0.8631065993459202	5.527307947924092	0.23733949681056213	0.46499528675678653	1.2336978817963005	0.8725199288958643	0.9999854341075632
FBXO46	0.44851479111577075	0.5015333917444905	0.3711683549659329	0.9997238785431705	0	2	0.6955145844329449	0.4042949758704346	5.719509117760094	0.2210976183040377	0.4562781497926476	1.9291792210312695	0.7487828655567983	0.9999854341075632
GPS1	0.44561488217655204	0.49832914501728975	0.37120527318885677	0.9997238785431705	0	2	0.4331459246315208	0.5104493147121985	5.588633284973205	0.23204770215616496	0.4624011807167237	1.6862190503961354	0.7932194032828116	0.9999854341075632
MCM3AP	0.44438046733780984	0.4970597143635375	0.37131211448954654	0.9997238785431705	0	2	0.022422935950344253	0.8809674608359153	5.7660848174396975	0.2173115074973903	0.4543618847172171	1.0799361921214004	0.8974423481805436	0.9999854341075632
HIF1A	0.6346712251292383	0.709965881947174	0.37135073528625573	0.9997238785431705	0.4341049792739854	2	1.7248373554976444	0.18907156006327575	8.62110271983508	0.07130023213658028	0.3667915231520021	1.8983679453394349	0.7544448009438454	0.9999854341075632
NUDT3	0.44715528602356686	0.500374858790938	0.371514219495348	0.9997238785431705	0	2	0.6048917402672106	0.43671766886337393	5.669420367012114	0.2252337959864989	0.45828606530854804	1.8473430032616496	0.7638102373014226	0.9999854341075632
AX747164	0.4422858379447042	0.4949852888676552	0.37157164824162253	0.9997238785431705	0	2	0.026450495863087432	0.8708049741953655	5.527893422663189	0.23728848372476372	0.46499528675678653	1.2285165371521405	0.8733816099758076	0.9999854341075632
FAM21C	-0.45908614473672443	0.5138045421757528	0.37158761116070815	0.9997238785431705	0	2	0.6916942895250575	0.4055886872624199	1.0054496355746374	0.9089685240513135	0.9293143333168513	7.286647249194592	0.12149365784460144	0.9614982495472166
NAGK	0.546012009210112	0.6113324034955844	0.371776435639036	0.9997238785431705	0.2015415581096542	2	1.3442309687366656	0.24628920434235146	7.277271406959515	0.12194131069172823	0.4003852998938645	2.0097473561667254	0.7339659634536736	0.9999854341075632
VOPP1	0.7103044743573163	0.7958986709448793	0.37214861371920543	0.9997238785431705	0.670247007047362	2	2.0933314744858964	0.14794314569126765	9.779667784127719	0.04430728819071745	0.35271036370496145	1.8415170788706028	0.7648784407258247	0.9999854341075632
NR1D1	0.442727760280366	0.496165279922847	0.3722327147810298	0.9997238785431705	0	2	0.004665750961527644	0.9455418071779204	5.674744155493718	0.2247909768854133	0.4578596824100191	1.1117401861669098	0.8924050491025053	0.9999854341075632
SIGLEC1	0.4415773369281601	0.4950531711024884	0.37240385886914495	0.9997238785431705	0	2	0.013342824401654643	0.9080399879222222	5.542671640079944	0.2360039935171988	0.4646007435075776	1.201997787549731	0.8777695856422807	0.9999854341075632
ZNF652	0.44271197840944493	0.49659700983459243	0.3726655871568542	0.9997238785431705	0	2	0.27805270095831297	0.5979803950944522	5.515928227099905	0.23833291934962117	0.4659929850066714	1.538682424351047	0.8197679788510928	0.9999854341075632
PTEN	0.4489446041656487	0.5036241742338988	0.3726996937342733	0.9997238785431705	0	2	0.8580737638058007	0.35427829703881397	5.796558691558019	0.21486527323529614	0.4534968389698112	2.0818331369704657	0.7207106331388282	0.9999854341075632
SLC35E3	0.514821602139706	0.5777557582428442	0.37289089506014245	0.9997238785431705	0.13212235551785698	2	1.2271282682877964	0.2679662492874937	6.8175490797176055	0.1458498266623053	0.41179094932503996	2.0655508911648286	0.7237035934451196	0.9999854341075632
SUV39H1	-0.44151173923876436	0.4954886686391541	0.37289524355135406	0.9997238785431705	0	2	2.6188308467489055e-4	0.9870885555831134	1.1505003888690213	0.8861792091527875	0.9101318750222416	5.599739078283567	0.23110045223962	0.9999854341075632
IQCG	0.7397872865142502	0.8303006916144793	0.37293603838243433	0.9997238785431705	0.6238550106132349	2	1.591846856366429	0.20706246791796	9.809483488758302	0.043762148235796286	0.35271036370496145	0.9117755117567734	0.9228653853393662	0.9999854341075632
PSENEN	0.4410988866564143	0.49507841858886903	0.3729464913967211	0.9997238785431705	0	2	0.010057632956142794	0.9201158819269903	5.546485946872382	0.23567344575553642	0.46429864749163313	1.194584837036051	0.8789893818721148	0.9999854341075632
LUZP1	-0.44088817972742556	0.49491775822142847	0.3730197351294382	0.9997238785431705	0	2	0.02766687521217524	0.8678944047225693	1.2344074354450016	0.8724018185875473	0.8985162979151601	5.515746006046611	0.23834885615183865	0.9999854341075632
BUB1	0.45172076700000063	0.5071847075963397	0.3731204505031027	0.9997238785431705	0	2	0.4123765728661932	0.5207657089717959	6.676508514664238	0.15400314803429246	0.4155440948862526	1.008374198922149	0.9085235401874665	0.9999854341075632
CLEC1A	3.455207848616863	3.8803037714833697	0.37322550057284326	0.9997238785431705	23.10812931314596	2	3.4000134121058494	0.0651958889692541	21.68985597653771	2.310149270696432e-4	0.2523645565796627	0.35968569767955405	0.9856424684696472	0.9999854341075632
AK125463	0.44085172060200317	0.49517339015051615	0.3733060663764648	0.9997238785431705	0	2	0.11575504873548972	0.7336848814988807	5.479348621425139	0.24155072518406884	0.4673093943975735	1.3626087789914347	0.8506670479049396	0.9999854341075632
FOXN3	0.9905152772271081	1.1129635588880589	0.37347664017995047	0.9997238785431705	1.7971439260190063	2	3.6335248377398193	0.05662676615022677	13.885077124331943	0.007671020513478222	0.3523115653884556	1.755173172446185	0.7806726455741755	0.9999854341075632
HLA.DMB	0.44875708778916196	0.5042660570399254	0.3735081642537207	0.9997238785431705	0	2	0.9072810628911805	0.34083686343478103	5.817848220927195	0.2131707187341312	0.45242351696377214	2.1291993167162024	0.7120100013813961	0.9999854341075632
OAZ3	0.46030195045453504	0.5173540591076542	0.3736144904377586	0.9997238785431705	0	2	0.848974093362656	0.35684272384604576	7.615445576094503	0.10672506376451499	0.39124429890748746	1.0124432385779816	0.9079033550861297	0.9999854341075632
NHLH1	1.8699643824107925	2.101798138236807	0.37362837936154614	0.9997238785431705	6.441735280979883	2	2.9680109033399606	0.08492621802958245	16.01664364982217	0.002996911479104701	0.3511025241918556	0.6538404586337007	0.9568969349312617	0.9999854341075632
LY6G6F	0.44152665767902055	0.49630117594993517	0.37366216505764155	0.9997238785431705	0	2	0.008061654267279218	0.9284567051015498	5.68468814451719	0.22396590323486062	0.4571610883412911	1.1067136472100736	0.8932055532727442	0.9999854341075632
MMP12	-0.4401328156305398	0.4948619603203465	0.3737853352130155	0.9997238785431705	0	2	0.03732307286384252	0.8468087578327743	1.2537577609571469	0.869170910205283	0.8957516872547999	5.500586336500923	0.23967794487972308	0.9999854341075632
USP6	0.44749279064772385	0.5032869382315281	0.3739275851159987	0.9997238785431705	0	2	0.8360389808819999	0.36053208710704054	5.774793514049116	0.2166099436551571	0.4543618847172171	2.0659875505876535	0.7236233169209917	0.9999854341075632
TSC22D3	0.4407603958259635	0.4957428784712567	0.37395432255233474	0.9997238785431705	0	2	0.19285677856802708	0.6605495057125842	5.482851748928766	0.241240941938119	0.4670559119002089	1.4528424521989003	0.8349607045593115	0.9999854341075632
ROCK1	0.44926889450831575	0.5053395222285273	0.37397962007300695	0.9997238785431705	0	2	0.9861142023998035	0.32069395549383517	5.85880729247518	0.20994367976481176	0.45109382444904933	2.202355537834764	0.6985980491969608	0.9999854341075632
TTLL4	0.443775394211964	0.49920373960106645	0.3740210915675686	0.9997238785431705	0	2	0.09380316066326687	0.7593967823511484	5.957522410803216	0.2023430631928118	0.44787416775903693	1.044805720074457	0.9029275652956607	0.9999854341075632
GAP43	0.713552083631558	0.8027701666802336	0.3740771243580814	0.9997238785431705	0.5555895238453149	2	1.5413917211073525	0.21441076909853374	9.631334169837837	0.04711746275374504	0.3532007854810345	0.92294396568916	0.9212463038439761	0.9999854341075632
CSPG4	0.4431374304078916	0.4985593115597392	0.37409126166739376	0.9997238785431705	0	2	0.4621792652684255	0.49660724803894585	5.580132631316344	0.23277503678445022	0.46241066179835705	1.7222199872516484	0.786677488520777	0.9999854341075632
MSRB1	0.44045829997639957	0.4957067940902867	0.3742471116204304	0.9997238785431705	0	2	0.19002761950343755	0.6628936310412005	5.480112274088286	0.2414831656372266	0.4673093943975735	1.4505331402511352	0.8353662745334175	0.9999854341075632
TCIRG1	0.4436034597392028	0.49967230615117647	0.374654387294116	0.9997238785431705	0	2	0.11182209206973975	0.7380791698091522	5.998117824171118	0.19928887959712221	0.446253701318703	1.0408102416885658	0.9035459661200845	0.9999854341075632
HEATR6	0.4396598610292835	0.4953216529420903	0.3747425242715064	0.9997238785431705	0	2	0.14510674201897117	0.7032560898852609	5.469804780045557	0.24239644138681515	0.4679855842915031	1.401305703041548	0.84396804719796	0.9999854341075632
MTMR10	0.43961066132534	0.49547156119335894	0.37494049584237404	0.9997238785431705	0	2	2.0389971266480767e-5	0.9963971440992483	5.593232989379649	0.2316549681094339	0.4624011807167237	1.149826347196044	0.8862882606119167	0.9999854341075632
BTBD8	0.4423022262555803	0.4985367311485208	0.37497075910218514	0.9997238785431705	0	2	0.07232739575427846	0.7879777547588274	5.893599603116931	0.20723647885628577	0.45002629992017634	1.0551836117622297	0.9013160611703439	0.9999854341075632
GABRB1	-0.48632353744849477	0.5481739165258805	0.37498729901612216	0.9997238785431705	0.0752186940094957	2	1.1299613808644042	0.2877835765657163	2.1264303027857565	0.712518336168348	0.7696442706683317	6.409422964163014	0.17058768992319429	0.9999854341075632
TLX3	1.1472161848861326	1.2942341845205887	0.3753991041964774	0.9997238785431705	2.153759713911374	2	2.318034940477195	0.12788148635842156	12.348211997358913	0.014941273763897242	0.3523115653884556	0.8253657821898084	0.9350154413498536	0.9999854341075632
OVGP1	0.4597524658106048	0.518720807642379	0.37544528130519955	0.9997238785431705	0	2	0.9121337271031387	0.33954891130993103	7.741422961884201	0.10152284216395059	0.3891412099202422	1.0177371971819167	0.9070946302522978	0.9999854341075632
INPP5F	0.47057574029017346	0.530950268517968	0.37546145202997916	0.9997238785431705	0.04387378425514647	2	1.0760054489242552	0.2995928861053545	6.181620574806794	0.1859890974790065	0.4389789411381397	2.162958031168204	0.7058162747835468	0.9999854341075632
LIPG	-0.5040726679640923	0.568914464091535	0.37560383794893376	0.9997238785431705	0.11483490362664298	2	1.1977192010238111	0.27377801349218067	2.0905053763555204	0.7191169036929141	0.7752387738906589	6.676579681045862	0.15399893132670184	0.9968494545444399
SCN3B	4.418983874662258	4.987532218167203	0.37561425035314805	0.9997238785431705	38.536199550229156	2	3.5015645703265386	0.061310881278441975	24.245933406849904	7.130081323543007e-5	0.15696276226534275	0.25735203407774243	0.9923983025756391	0.9999854341075632
CRY2	0.44119294008012694	0.49798797267294415	0.375643934671665	0.9997238785431705	0	2	0.05536272803843059	0.8139814396584192	5.840841423820371	0.211353806990861	0.45197994385696527	1.0650118019765609	0.8997829948143214	0.9999854341075632
C4orf29	0.6669692324630453	0.7529913634726139	0.37574715329427333	0.9997238785431705	0.5489403690315398	2	1.9065963599979856	0.16734183113301926	9.153589389729849	0.05737305499978514	0.36379905531554374	1.8833752964562176	0.7571982797181549	0.9999854341075632
TRERF1	0.44483661716940054	0.5022802701913761	0.375814641893825	0.9997238785431705	0	2	0.7650532814377549	0.381751723052114	5.7213259711123605	0.22094884852060706	0.45622471423325545	2.007646483838026	0.7343523936622035	0.9999854341075632
STK38	0.6907870362480986	0.7801208135149745	0.37589389155485897	0.9997238785431705	0.6250427605698705	2	2.0245998067610325	0.1547696905129229	9.518413222954834	0.049370268543495056	0.354555311092548	1.8667377922945112	0.7602523412325713	0.9999854341075632
ACHE	0.4474273861764889	0.5053072999192073	0.37591073466092884	0.9997238785431705	0	2	0.33966945953462974	0.5600200782883245	6.499314215038208	0.16483359841292658	0.42400492582363125	1.016914548913119	0.9072204372421137	0.9999854341075632
KIF1B	0.5375689223047749	0.6071104422015211	0.37591132799642435	0.9997238785431705	0.1928218780915708	2	1.3296358994652009	0.2488700019677298	7.1812364476606625	0.12661509791627087	0.40307827564885274	2.0311566438921247	0.730028167975375	0.9999854341075632
KCTD12	0.43839484712786725	0.49523125987906363	0.3760312025554962	0.9997238785431705	0	2	0.0013047365872545535	0.9711857678936527	5.562546322103939	0.23428606903728252	0.46382743000198323	1.1677798147526204	0.883374435216677	0.9999854341075632
LSM1	0.5020750900167016	0.5672366030595508	0.3760894152390752	0.9997238785431705	0.11159091925796241	2	1.1921892438236523	0.27488840427941974	6.650254245630173	0.15556593929925527	0.4167274654005589	2.0951984676749142	0.7182545599758755	0.9999854341075632
CBX4	0.44190092533320646	0.4993975783244059	0.37622784065899023	0.9997238785431705	0	2	0.10468255255575601	0.7462811461694288	5.968354562161018	0.20152407132001962	0.44774248730188426	1.0465369018894066	0.9026592699092898	0.9999854341075632
PNMT	1.7560272377316306	1.9846466851511861	0.37626128839248196	0.9997238785431705	5.699192761660633	2	2.9174281272509877	0.0876274278502922	15.475028947530419	0.0038109045257175332	0.3511025241918556	0.6970462697446055	0.9516926762081682	0.9999854341075632
MRPS31P5	0.43762206514633895	0.4947739129685904	0.37643231789073567	0.9997238785431705	0	2	0.027206556033357355	0.8689879811965588	5.491190868447919	0.24050489518575796	0.4670181765481825	1.2418896359278824	0.8711547768349481	0.9999854341075632
CD320	0.4388981844456902	0.49622815305250123	0.3764433439909792	0.9997238785431705	0	2	0.009109067803629033	0.9239642046981497	5.669630466845366	0.225216305953806	0.45828606530854804	1.1111173619968633	0.8925043249050157	0.9999854341075632
