gene	effectSize	effectSizeStandardError	effectSizePval	effectSizeFDR	tauSquared	numStudies	cochranesQ	heterogeneityPval	fisherStatUp	fisherPvalUp	fisherFDRUp	fisherStatDown	fisherPvalDown	fisherFDRDown
ANKRD46	-0.9399716276461749	1.3629225543548433	0.49039950695375006	0.9997238785431705	2.5610027519387537	2	2.744364671408495	0.09759786205963794	1.6565823230362502	0.7985885496859431	0.8383676862203113	10.763805600803948	0.029350769853957383	0.838814774862465
DYNLRB1	0.7745709615070054	1.1232972286569485	0.4904764595621023	0.9997238785431705	1.8571894535755553	2	3.764277583047049	0.05235847100362434	12.136590908020207	0.016363924400643166	0.3523115653884556	2.438852895667078	0.6556175637274659	0.9999854341075632
ADAM29	0.3497078235843203	0.5071980229924765	0.4905151393046149	0.9997238785431705	0	2	0.6611709665266523	0.4161468522264745	6.333356760368941	0.1755977847281552	0.4324528217976577	1.3035156852787928	0.8607787616839988	0.9999854341075632
AF035281	0.34130862007319107	0.49508063527186313	0.4905715451591331	0.9997238785431705	0	2	0.11877284626857379	0.7303692664639166	5.238136853124794	0.26372410619611664	0.4810441102226449	1.3114735149792258	0.8594258946364889	0.9999854341075632
DDX58	0.34072166074500404	0.49442137991620927	0.4907401196747916	0.9997238785431705	0	2	0.3932606385281613	0.5305904320556754	4.784594414026078	0.3101218876136576	0.5032043352800394	1.9880519453662724	0.7379565910622211	0.9999854341075632
C1orf112	0.33829071263120336	0.4908941371441808	0.49074039113229717	0.9997238785431705	0	2	0.01540106747850361	0.9012352768008557	4.77248764779722	0.3114481107258921	0.5033694574416012	1.4942794992489383	0.8276542968926934	0.9999854341075632
EDN2	0.82605775761654	1.1990213953987041	0.49085894903871374	0.9997238785431705	1.8750121391726584	2	2.4682531822761553	0.11616696387044445	10.07470910541227	0.03918784625923419	0.35271036370496145	1.5824413786153597	0.8119444499575897	0.9999854341075632
OR11A1	0.3390750982722743	0.4922465451092049	0.49092909006217117	0.9997238785431705	0	2	0.016974471536551492	0.8963400657422531	4.958481123587644	0.2915841833611998	0.49426122541026146	1.3679814769524883	0.8497404556764583	0.9999854341075632
ADCY6	0.35202659987369006	0.5112060895101261	0.4910626010407718	0.9997238785431705	0	2	0.8443892971623643	0.35814443953608255	6.699547017725773	0.15264356254259687	0.41477830194113186	1.3142918129799663	0.8589460905823874	0.9999854341075632
RBMX2	0.4764682606465226	0.6920336256500279	0.4911351418158691	0.9997238785431705	0.3960795321403238	2	1.664274658027698	0.1970271550710888	7.175290076940601	0.1269098598388968	0.40327643711924505	2.3884318298997003	0.6647188256007761	0.9999854341075632
IFIT3	0.3379617364394811	0.4910219343250121	0.4912749870809197	0.9997238785431705	0	2	0.0036136887276818994	0.9520648680164797	4.803081467879917	0.30810573855711065	0.5024741691312641	1.4568180918422926	0.8342620751787444	0.9999854341075632
CLSTN3	-0.3401838101220293	0.49429442109954286	0.4913136096163815	0.9997238785431705	0	2	0.38395009428529286	0.5354967575366417	1.9795868238238488	0.7395136107390173	0.7913055198088139	4.777825455917545	0.3108628107157726	0.9999854341075632
RARRES1	-0.34251709202542735	0.4977791890033744	0.4913958419007713	0.9997238785431705	0	2	0.6522583595052456	0.4193064124910747	2.262949899479332	0.6875224846746786	0.7496865955415373	4.890409030518749	0.29872817083729497	0.9999854341075632
NOVA1	0.3426395612731914	0.4979959561904256	0.4914295858770538	0.9997238785431705	0	2	0.24482296456497332	0.620744211689928	5.502644247702721	0.2394971457723028	0.4663418895624762	1.2973211261702524	0.8618298782686594	0.9999854341075632
APOF	0.6941373411802192	1.0091243952766877	0.4915403021633841	0.9997238785431705	1.1926320903929157	2	2.097360024975111	0.1475537127593486	9.232286229564224	0.05554854449322328	0.3624618565264629	1.4982184837631072	0.8269569936335904	0.9999854341075632
